dataset,sample_idx,label_value,dice_native,dice_ds,morphology,task_id,subject_index,fg_frac,ctx_dice,thinness,tortuosity,branching_density,region_size,boundary_complexity,scattered_count,scattered_clustering,task_ambiguity,boundary_amp_scale,boundary_sigma_frac,boundary_keep_largest,position_jitter,support_query_shift,support_query_translate,support_query_scale,foreground_contrast,texture_heterogeneity,noise_level,context_copy_fraction,context_consistency,task_ambiguity_intensity,axis_identification,axis_segmentation
synth/tubular/amb0.45,195,1,0.2644135057926178,0.2644135057926178,tubular,966,3,0.0430908203125,0.25804735720157623,0.8244620267941545,0.2145715545000215,0.39270164324539913,0.5845761520853879,0.38808496492769495,14.0,0.6846958355941611,0.40566568656488067,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.40566568656488067,1.0
synth/elongated/amb0.35,196,1,0.1785714328289032,0.1785714328289032,elongated,978,0,0.00103759765625,0.168290043870608,0.4407317030446825,0.7787663040796253,0.8419766372904611,0.17398744584003956,0.5876369291894527,7.0,0.6929818784464205,0.30620737704057943,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.30620737704057943,0.665149547166093
synth/elongated/amb0.35,197,1,0.0,0.0,elongated,978,1,0.004150390625,0.0,0.4407317030446825,0.7787663040796253,0.8419766372904611,0.17398744584003956,0.5876369291894527,7.0,0.6929818784464205,0.30620737704057943,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.30620737704057943,0.665149547166093
synth/elongated/amb0.35,198,1,0.0,0.0,elongated,978,2,0.0059814453125,0.01606425642967224,0.4407317030446825,0.7787663040796253,0.8419766372904611,0.17398744584003956,0.5876369291894527,7.0,0.6929818784464205,0.30620737704057943,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.30620737704057943,0.665149547166093
synth/elongated/amb0.35,199,1,0.033707864582538605,0.033707864582538605,elongated,978,3,0.00567626953125,0.0,0.4407317030446825,0.7787663040796253,0.8419766372904611,0.17398744584003956,0.5876369291894527,7.0,0.6929818784464205,0.30620737704057943,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.30620737704057943,0.665149547166093
synth/elongated/amb0.45,200,1,0.13071896135807037,0.13071896135807037,elongated,1025,0,0.01593017578125,0.11400479078292847,0.8463303874713799,0.2977023505932448,0.5840328236081374,0.17516592771903833,0.6192570960952241,15.0,0.14365672574488808,0.4133175347568485,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.4133175347568485,0.6745749665487325
synth/elongated/amb0.45,201,1,0.0,0.0,elongated,1025,1,0.00335693359375,0.0,0.8463303874713799,0.2977023505932448,0.5840328236081374,0.17516592771903833,0.6192570960952241,15.0,0.14365672574488808,0.4133175347568485,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.4133175347568485,0.6745749665487325
synth/elongated/amb0.45,202,1,0.08264462649822235,0.08264462649822235,elongated,1025,2,0.0081787109375,0.13993938639760017,0.8463303874713799,0.2977023505932448,0.5840328236081374,0.17516592771903833,0.6192570960952241,15.0,0.14365672574488808,0.4133175347568485,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.4133175347568485,0.6745749665487325
synth/elongated/amb0.45,203,1,0.48048049211502075,0.48048049211502075,elongated,1025,3,0.0147705078125,0.022471909721692402,0.8463303874713799,0.2977023505932448,0.5840328236081374,0.17516592771903833,0.6192570960952241,15.0,0.14365672574488808,0.4133175347568485,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.4133175347568485,0.6745749665487325
synth/elongated/amb0.55,204,1,0.5450549721717834,0.5450549721717834,elongated,1039,0,0.012939453125,0.19063316533962885,0.7892392001875783,0.24166982011672566,0.731674737608305,0.24415652755094247,0.45633033651536337,17.0,0.31189893671053404,0.5157694833905977,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.5157694833905977,0.6215075260772752
